,SPRADDR_ZIP_PR,Unnamed: 0,SEMESTER,IRO_INSTITUTION_DESCL,ENROLLMENT,YEAR
22055,MD,82470,Fall 2016,University of Hawai`i at Manoa,1,2016
22056,CA,82476,Fall 2016,University of Hawai`i at Manoa,1,2016
22057,AR,82477,Fall 2016,University of Hawai`i at Manoa,1,2016
22058,WA,82480,Fall 2016,University of Hawai`i at Manoa,1,2016
22059,OH,82481,Fall 2016,University of Hawai`i at Manoa,1,2016
22060,CA,82485,Fall 2016,University of Hawai`i at Manoa,1,2016
22061,WA,82486,Fall 2016,University of Hawai`i at Manoa,1,2016
22062,AZ,82487,Fall 2016,University of Hawai`i at Manoa,2,2016
22063,HI,82492,Fall 2016,University of Hawai`i at Manoa,5,2016
22064,CA,82495,Fall 2016,University of Hawai`i at Manoa,1,2016
22065,CA,82497,Fall 2016,University of Hawai`i at Manoa,1,2016
22066,UT,82498,Fall 2016,University of Hawai`i at Manoa,1,2016
22067,CA,82500,Fall 2016,University of Hawai`i at Manoa,1,2016
22068,KY,82501,Fall 2016,University of Hawai`i at Manoa,1,2016
22069,WA,82502,Fall 2016,University of Hawai`i at Manoa,1,2016
22070,CO,82504,Fall 2016,University of Hawai`i at Manoa,1,2016
22071,CA,82505,Fall 2016,University of Hawai`i at Manoa,1,2016
22072,CA,82506,Fall 2016,University of Hawai`i at Manoa,1,2016
22073,CA,82507,Fall 2016,University of Hawai`i at Manoa,1,2016
22074,HI,82511,Fall 2016,University of Hawai`i at Manoa,1,2016
22075,OR,82512,Fall 2016,University of Hawai`i at Manoa,1,2016
22076,CA,82513,Fall 2016,University of Hawai`i at Manoa,1,2016
22077,CA,82514,Fall 2016,University of Hawai`i at Manoa,1,2016
22078,CA,82515,Fall 2016,University of Hawai`i at Manoa,2,2016
22079,CA,82517,Fall 2016,University of Hawai`i at Manoa,1,2016
22080,CA,82518,Fall 2016,University of Hawai`i at Manoa,1,2016
22082,CA,82522,Fall 2016,University of Hawai`i at Manoa,3,2016
22083,CA,82523,Fall 2016,University of Hawai`i at Manoa,1,2016
22084,FL,82525,Fall 2016,University of Hawai`i at Manoa,1,2016
22085,CA,82528,Fall 2016,University of Hawai`i at Manoa,1,2016
22086,WA,82530,Fall 2016,University of Hawai`i at Manoa,1,2016
22087,NV,82531,Fall 2016,University of Hawai`i at Manoa,1,2016
22088,HI,82533,Fall 2016,University of Hawai`i at Manoa,2,2016
22089,CA,82534,Fall 2016,University of Hawai`i at Manoa,1,2016
22090,OH,82535,Fall 2016,University of Hawai`i at Manoa,1,2016
22091,MT,82539,Fall 2016,University of Hawai`i at Manoa,1,2016
22092,UT,82541,Fall 2016,University of Hawai`i at Manoa,1,2016
22093,RI,82542,Fall 2016,University of Hawai`i at Manoa,1,2016
22094,CA,82546,Fall 2016,University of Hawai`i at Manoa,1,2016
22095,WA,82547,Fall 2016,University of Hawai`i at Manoa,2,2016
22096,MI,82549,Fall 2016,University of Hawai`i at Manoa,1,2016
22097,CA,82550,Fall 2016,University of Hawai`i at Manoa,1,2016
22098,WI,82553,Fall 2016,University of Hawai`i at Manoa,1,2016
22099,TX,82555,Fall 2016,University of Hawai`i at Manoa,1,2016
22100,CA,82557,Fall 2016,University of Hawai`i at Manoa,1,2016
22101,GA,82558,Fall 2016,University of Hawai`i at Manoa,1,2016
22102,CA,82560,Fall 2016,University of Hawai`i at Manoa,1,2016
22103,CA,82562,Fall 2016,University of Hawai`i at Manoa,2,2016
22104,CA,82564,Fall 2016,University of Hawai`i at Manoa,3,2016
22105,AL,82565,Fall 2016,University of Hawai`i at Manoa,1,2016
22106,HI,82568,Fall 2016,University of Hawai`i at Manoa,1,2016
22107,CA,82569,Fall 2016,University of Hawai`i at Manoa,1,2016
22108,CA,82571,Fall 2016,University of Hawai`i at Manoa,1,2016
22109,KS,82576,Fall 2016,University of Hawai`i at Manoa,1,2016
22110,CA,82577,Fall 2016,University of Hawai`i at Manoa,1,2016
22111,CA,82578,Fall 2016,University of Hawai`i at Manoa,2,2016
22112,HI,82581,Fall 2016,University of Hawai`i at Manoa,2,2016
22114,HI,82584,Fall 2016,University of Hawai`i at Manoa,1,2016
22115,CA,82588,Fall 2016,University of Hawai`i at Manoa,2,2016
22116,WI,82589,Fall 2016,University of Hawai`i at Manoa,1,2016
22117,nan,82590,Fall 2016,University of Hawai`i at Manoa,2,2016
22118,CA,82593,Fall 2016,University of Hawai`i at Manoa,1,2016
22119,CA,82599,Fall 2016,University of Hawai`i at Manoa,1,2016
22120,CA,82600,Fall 2016,University of Hawai`i at Manoa,2,2016
22121,CO,82602,Fall 2016,University of Hawai`i at Manoa,2,2016
22122,SD,82603,Fall 2016,University of Hawai`i at Manoa,1,2016
22123,RI,82604,Fall 2016,University of Hawai`i at Manoa,2,2016
22124,CA,82606,Fall 2016,University of Hawai`i at Manoa,3,2016
22125,NY,82607,Fall 2016,University of Hawai`i at Manoa,1,2016
22126,AK,82609,Fall 2016,University of Hawai`i at Manoa,2,2016
22127,WA,82613,Fall 2016,University of Hawai`i at Manoa,1,2016
22128,CA,82617,Fall 2016,University of Hawai`i at Manoa,1,2016
22129,AK,82618,Fall 2016,University of Hawai`i at Manoa,1,2016
22130,CA,82620,Fall 2016,University of Hawai`i at Manoa,1,2016
22131,HI,82621,Fall 2016,University of Hawai`i at Manoa,6,2016
22132,CA,82623,Fall 2016,University of Hawai`i at Manoa,1,2016
22133,UT,82624,Fall 2016,University of Hawai`i at Manoa,1,2016
22134,WA,82626,Fall 2016,University of Hawai`i at Manoa,1,2016
22135,NV,82627,Fall 2016,University of Hawai`i at Manoa,1,2016
22136,HI,82630,Fall 2016,University of Hawai`i at Manoa,4,2016
22137,DC,82631,Fall 2016,University of Hawai`i at Manoa,2,2016
22138,MD,82633,Fall 2016,University of Hawai`i at Manoa,1,2016
22139,HI,82635,Fall 2016,University of Hawai`i at Manoa,2,2016
22140,CA,82640,Fall 2016,University of Hawai`i at Manoa,3,2016
22141,CA,82641,Fall 2016,University of Hawai`i at Manoa,1,2016
22142,HI,82643,Fall 2016,University of Hawai`i at Manoa,5,2016
22143,CA,82645,Fall 2016,University of Hawai`i at Manoa,1,2016
22144,HI,82647,Fall 2016,University of Hawai`i at Manoa,1,2016
22145,CA,82656,Fall 2016,University of Hawai`i at Manoa,1,2016
22146,HI,82666,Fall 2016,University of Hawai`i at Manoa,1,2016
22147,CO,82670,Fall 2016,University of Hawai`i at Manoa,1,2016
22148,IN,82671,Fall 2016,University of Hawai`i at Manoa,1,2016
22149,VA,82674,Fall 2016,University of Hawai`i at Manoa,1,2016
22150,CA,82679,Fall 2016,University of Hawai`i at Manoa,1,2016
22151,SD,82681,Fall 2016,University of Hawai`i at Manoa,1,2016
22152,CA,82682,Fall 2016,University of Hawai`i at Manoa,1,2016
22154,VA,82684,Fall 2016,University of Hawai`i at Manoa,1,2016
22155,CA,82685,Fall 2016,University of Hawai`i at Manoa,1,2016
22156,CA,82687,Fall 2016,University of Hawai`i at Manoa,1,2016
22157,CA,82691,Fall 2016,University of Hawai`i at Manoa,1,2016
22158,CA,82692,Fall 2016,University of Hawai`i at Manoa,1,2016
22159,WA,82693,Fall 2016,University of Hawai`i at Manoa,1,2016
22160,HI,82695,Fall 2016,University of Hawai`i at Manoa,1,2016
22161,CA,82698,Fall 2016,University of Hawai`i at Manoa,2,2016
22162,AZ,82699,Fall 2016,University of Hawai`i at Manoa,1,2016
22163,CA,82700,Fall 2016,University of Hawai`i at Manoa,1,2016
22164,CA,82701,Fall 2016,University of Hawai`i at Manoa,2,2016
22165,CA,82704,Fall 2016,University of Hawai`i at Manoa,1,2016
22166,HI,82712,Fall 2016,University of Hawai`i at Manoa,3,2016
22167,WA,82713,Fall 2016,University of Hawai`i at Manoa,1,2016
22168,CA,82714,Fall 2016,University of Hawai`i at Manoa,2,2016
22169,AZ,82717,Fall 2016,University of Hawai`i at Manoa,1,2016
22170,NJ,82718,Fall 2016,University of Hawai`i at Manoa,1,2016
22171,CA,82723,Fall 2016,University of Hawai`i at Manoa,1,2016
22172,WA,82724,Fall 2016,University of Hawai`i at Manoa,1,2016
22173,CA,82728,Fall 2016,University of Hawai`i at Manoa,1,2016
22174,CA,82730,Fall 2016,University of Hawai`i at Manoa,1,2016
22175,WA,82732,Fall 2016,University of Hawai`i at Manoa,1,2016
22176,CA,82733,Fall 2016,University of Hawai`i at Manoa,1,2016
22177,VA,82738,Fall 2016,University of Hawai`i at Manoa,1,2016
22178,CO,82742,Fall 2016,University of Hawai`i at Manoa,1,2016
22179,NY,82743,Fall 2016,University of Hawai`i at Manoa,1,2016
22180,CO,82749,Fall 2016,University of Hawai`i at Manoa,1,2016
22181,CO,82750,Fall 2016,University of Hawai`i at Manoa,1,2016
22182,HI,82752,Fall 2016,University of Hawai`i at Manoa,1,2016
22183,CA,82757,Fall 2016,University of Hawai`i at Manoa,1,2016
22184,NV,82758,Fall 2016,University of Hawai`i at Manoa,1,2016
22185,CA,82759,Fall 2016,University of Hawai`i at Manoa,1,2016
22186,AK,82763,Fall 2016,University of Hawai`i at Manoa,1,2016
22187,CA,82764,Fall 2016,University of Hawai`i at Manoa,1,2016
22188,CA,82765,Fall 2016,University of Hawai`i at Manoa,1,2016
22189,VA,82779,Fall 2016,University of Hawai`i at Manoa,1,2016
22190,HI,82783,Fall 2016,University of Hawai`i at Manoa,2,2016
22191,PA,82787,Fall 2016,University of Hawai`i at Manoa,1,2016
22192,IL,82788,Fall 2016,University of Hawai`i at Manoa,1,2016
22193,CA,82790,Fall 2016,University of Hawai`i at Manoa,1,2016
22194,PA,82794,Fall 2016,University of Hawai`i at Manoa,1,2016
22195,CA,82795,Fall 2016,University of Hawai`i at Manoa,1,2016
22196,OH,82796,Fall 2016,University of Hawai`i at Manoa,1,2016
22197,CO,82799,Fall 2016,University of Hawai`i at Manoa,1,2016
22198,CA,82806,Fall 2016,University of Hawai`i at Manoa,1,2016
22199,KY,82807,Fall 2016,University of Hawai`i at Manoa,1,2016
22200,HI,82808,Fall 2016,University of Hawai`i at Manoa,1,2016
22201,CA,82814,Fall 2016,University of Hawai`i at Manoa,1,2016
22202,HI,82815,Fall 2016,University of Hawai`i at Manoa,1,2016
22203,HI,82818,Fall 2016,University of Hawai`i at Manoa,2,2016
22204,CA,82820,Fall 2016,University of Hawai`i at Manoa,1,2016
22205,WA,82821,Fall 2016,University of Hawai`i at Manoa,1,2016
22206,WA,82823,Fall 2016,University of Hawai`i at Manoa,1,2016
22207,KY,82825,Fall 2016,University of Hawai`i at Manoa,1,2016
22209,NV,82832,Fall 2016,University of Hawai`i at Manoa,3,2016
22210,OR,82833,Fall 2016,University of Hawai`i at Manoa,1,2016
22211,CA,82834,Fall 2016,University of Hawai`i at Manoa,1,2016
22212,CA,82835,Fall 2016,University of Hawai`i at Manoa,2,2016
22213,OR,82837,Fall 2016,University of Hawai`i at Manoa,1,2016
22214,CA,82840,Fall 2016,University of Hawai`i at Manoa,1,2016
22215,NJ,82841,Fall 2016,University of Hawai`i at Manoa,1,2016
22216,CA,82842,Fall 2016,University of Hawai`i at Manoa,1,2016
22217,CA,82844,Fall 2016,University of Hawai`i at Manoa,2,2016
22218,HI,82846,Fall 2016,University of Hawai`i at Manoa,1,2016
22219,CA,82847,Fall 2016,University of Hawai`i at Manoa,1,2016
22220,NJ,82848,Fall 2016,University of Hawai`i at Manoa,1,2016
22221,NY,82849,Fall 2016,University of Hawai`i at Manoa,1,2016
22222,CA,82855,Fall 2016,University of Hawai`i at Manoa,1,2016
22223,VA,82856,Fall 2016,University of Hawai`i at Manoa,1,2016
22224,TX,82858,Fall 2016,University of Hawai`i at Manoa,1,2016
22225,NV,82861,Fall 2016,University of Hawai`i at Manoa,1,2016
22226,CA,82865,Fall 2016,University of Hawai`i at Manoa,1,2016
22227,CA,82866,Fall 2016,University of Hawai`i at Manoa,1,2016
22228,MA,82867,Fall 2016,University of Hawai`i at Manoa,1,2016
22229,CO,82870,Fall 2016,University of Hawai`i at Manoa,1,2016
22230,NY,82871,Fall 2016,University of Hawai`i at Manoa,2,2016
22231,CA,82873,Fall 2016,University of Hawai`i at Manoa,1,2016
22232,CA,82874,Fall 2016,University of Hawai`i at Manoa,1,2016
22233,PA,82884,Fall 2016,University of Hawai`i at Manoa,1,2016
22234,CA,82886,Fall 2016,University of Hawai`i at Manoa,1,2016
22235,GA,82887,Fall 2016,University of Hawai`i at Manoa,1,2016
22236,PA,82890,Fall 2016,University of Hawai`i at Manoa,1,2016
22237,HI,82892,Fall 2016,University of Hawai`i at Manoa,1,2016
22238,VA,82893,Fall 2016,University of Hawai`i at Manoa,1,2016
22239,LA,82894,Fall 2016,University of Hawai`i at Manoa,1,2016
22240,OH,82895,Fall 2016,University of Hawai`i at Manoa,1,2016
22241,WA,82897,Fall 2016,University of Hawai`i at Manoa,1,2016
22243,CA,82900,Fall 2016,University of Hawai`i at Manoa,1,2016
22244,CA,82902,Fall 2016,University of Hawai`i at Manoa,1,2016
22245,MN,82904,Fall 2016,University of Hawai`i at Manoa,1,2016
22246,MN,82912,Fall 2016,University of Hawai`i at Manoa,2,2016
22248,MN,82918,Fall 2016,University of Hawai`i at Manoa,1,2016
22249,CO,82919,Fall 2016,University of Hawai`i at Manoa,1,2016
22250,CA,82924,Fall 2016,University of Hawai`i at Manoa,1,2016
22251,HI,82927,Fall 2016,University of Hawai`i at Manoa,5,2016
22252,nan,82929,Fall 2016,University of Hawai`i at Manoa,1,2016
22253,HI,82935,Fall 2016,University of Hawai`i at Manoa,1,2016
22254,CA,82937,Fall 2016,University of Hawai`i at Manoa,1,2016
22255,CA,82940,Fall 2016,University of Hawai`i at Manoa,1,2016
22256,CA,82951,Fall 2016,University of Hawai`i at Manoa,1,2016
22257,NY,82953,Fall 2016,University of Hawai`i at Manoa,1,2016
22258,OR,82954,Fall 2016,University of Hawai`i at Manoa,2,2016
22259,OR,82955,Fall 2016,University of Hawai`i at Manoa,1,2016
22260,WA,82956,Fall 2016,University of Hawai`i at Manoa,2,2016
22261,FL,82959,Fall 2016,University of Hawai`i at Manoa,1,2016
22262,CA,82961,Fall 2016,University of Hawai`i at Manoa,1,2016
22263,NY,82963,Fall 2016,University of Hawai`i at Manoa,2,2016
22264,HI,82964,Fall 2016,University of Hawai`i at Manoa,1,2016
22265,CA,82965,Fall 2016,University of Hawai`i at Manoa,1,2016
22266,CA,82966,Fall 2016,University of Hawai`i at Manoa,1,2016
22267,NM,82975,Fall 2016,University of Hawai`i at Manoa,1,2016
22268,TX,82976,Fall 2016,University of Hawai`i at Manoa,1,2016
22269,CA,82977,Fall 2016,University of Hawai`i at Manoa,1,2016
22270,CA,82978,Fall 2016,University of Hawai`i at Manoa,1,2016
22271,CA,82979,Fall 2016,University of Hawai`i at Manoa,1,2016
22272,CA,82985,Fall 2016,University of Hawai`i at Manoa,1,2016
22273,WA,82986,Fall 2016,University of Hawai`i at Manoa,1,2016
22274,CA,82989,Fall 2016,University of Hawai`i at Manoa,1,2016
22275,CA,82990,Fall 2016,University of Hawai`i at Manoa,1,2016
22276,NM,82993,Fall 2016,University of Hawai`i at Manoa,1,2016
22277,TX,82997,Fall 2016,University of Hawai`i at Manoa,1,2016
22278,SC,83000,Fall 2016,University of Hawai`i at Manoa,1,2016
22280,HI,83006,Fall 2016,University of Hawai`i at Manoa,1,2016
22281,AR,83009,Fall 2016,University of Hawai`i at Manoa,1,2016
22282,OR,83012,Fall 2016,University of Hawai`i at Manoa,2,2016
22283,CA,83014,Fall 2016,University of Hawai`i at Manoa,2,2016
22284,CA,83018,Fall 2016,University of Hawai`i at Manoa,1,2016
22285,HI,83019,Fall 2016,University of Hawai`i at Manoa,2,2016
22286,CA,83020,Fall 2016,University of Hawai`i at Manoa,1,2016
22287,CA,83022,Fall 2016,University of Hawai`i at Manoa,1,2016
22288,PA,83023,Fall 2016,University of Hawai`i at Manoa,1,2016
22289,ID,83027,Fall 2016,University of Hawai`i at Manoa,1,2016
22290,TX,83029,Fall 2016,University of Hawai`i at Manoa,1,2016
22291,CA,83031,Fall 2016,University of Hawai`i at Manoa,1,2016
22292,MD,83032,Fall 2016,University of Hawai`i at Manoa,1,2016
22294,HI,83039,Fall 2016,University of Hawai`i at Manoa,1,2016
22295,OH,83044,Fall 2016,University of Hawai`i at Manoa,2,2016
22296,VA,83048,Fall 2016,University of Hawai`i at Manoa,1,2016
22297,CA,83051,Fall 2016,University of Hawai`i at Manoa,1,2016
22298,OR,83052,Fall 2016,University of Hawai`i at Manoa,1,2016
22299,HI,83054,Fall 2016,University of Hawai`i at Manoa,1,2016
22300,CA,83061,Fall 2016,University of Hawai`i at Manoa,1,2016
22301,CA,83071,Fall 2016,University of Hawai`i at Manoa,1,2016
22302,CA,83074,Fall 2016,University of Hawai`i at Manoa,1,2016
22303,NY,83077,Fall 2016,University of Hawai`i at Manoa,1,2016
22304,NV,83083,Fall 2016,University of Hawai`i at Manoa,1,2016
22305,AZ,83084,Fall 2016,University of Hawai`i at Manoa,1,2016
22306,CA,83086,Fall 2016,University of Hawai`i at Manoa,1,2016
22307,CA,83088,Fall 2016,University of Hawai`i at Manoa,1,2016
22308,WA,83089,Fall 2016,University of Hawai`i at Manoa,1,2016
22309,CA,83091,Fall 2016,University of Hawai`i at Manoa,1,2016
22310,WA,83092,Fall 2016,University of Hawai`i at Manoa,1,2016
22311,IN,83099,Fall 2016,University of Hawai`i at Manoa,1,2016
22312,WA,83101,Fall 2016,University of Hawai`i at Manoa,1,2016
22313,NY,83102,Fall 2016,University of Hawai`i at Manoa,1,2016
22314,CA,83103,Fall 2016,University of Hawai`i at Manoa,2,2016
22315,CA,83104,Fall 2016,University of Hawai`i at Manoa,1,2016
22316,CA,83106,Fall 2016,University of Hawai`i at Manoa,1,2016
22317,CA,83108,Fall 2016,University of Hawai`i at Manoa,1,2016
22318,CA,83109,Fall 2016,University of Hawai`i at Manoa,1,2016
22319,CA,83110,Fall 2016,University of Hawai`i at Manoa,2,2016
22320,CT,83112,Fall 2016,University of Hawai`i at Manoa,1,2016
22321,FL,83113,Fall 2016,University of Hawai`i at Manoa,1,2016
22322,WA,83114,Fall 2016,University of Hawai`i at Manoa,1,2016
22323,CO,83116,Fall 2016,University of Hawai`i at Manoa,1,2016
22324,AZ,83120,Fall 2016,University of Hawai`i at Manoa,1,2016
22325,CA,83121,Fall 2016,University of Hawai`i at Manoa,1,2016
22326,CA,83123,Fall 2016,University of Hawai`i at Manoa,1,2016
22327,CA,83133,Fall 2016,University of Hawai`i at Manoa,1,2016
22328,HI,83134,Fall 2016,University of Hawai`i at Manoa,1,2016
22329,HI,83135,Fall 2016,University of Hawai`i at Manoa,1,2016
22330,CA,83137,Fall 2016,University of Hawai`i at Manoa,1,2016
22331,GA,83140,Fall 2016,University of Hawai`i at Manoa,1,2016
22332,CA,83146,Fall 2016,University of Hawai`i at Manoa,1,2016
22333,CA,83149,Fall 2016,University of Hawai`i at Manoa,1,2016
22334,NM,83150,Fall 2016,University of Hawai`i at Manoa,1,2016
22335,NY,83152,Fall 2016,University of Hawai`i at Manoa,1,2016
22336,OH,83153,Fall 2016,University of Hawai`i at Manoa,1,2016
22337,MI,83155,Fall 2016,University of Hawai`i at Manoa,1,2016
22338,HI,83157,Fall 2016,University of Hawai`i at Manoa,1,2016
22339,RI,83160,Fall 2016,University of Hawai`i at Manoa,1,2016
22340,CA,83163,Fall 2016,University of Hawai`i at Manoa,1,2016
22341,HI,83164,Fall 2016,University of Hawai`i at Manoa,1,2016
22343,WA,83169,Fall 2016,University of Hawai`i at Manoa,1,2016
22344,OH,83171,Fall 2016,University of Hawai`i at Manoa,1,2016
22345,CA,83175,Fall 2016,University of Hawai`i at Manoa,1,2016
22346,PA,83177,Fall 2016,University of Hawai`i at Manoa,1,2016
22347,ID,83179,Fall 2016,University of Hawai`i at Manoa,1,2016
22348,SD,83183,Fall 2016,University of Hawai`i at Manoa,1,2016
22349,LA,83184,Fall 2016,University of Hawai`i at Manoa,1,2016
22350,TX,83187,Fall 2016,University of Hawai`i at Manoa,1,2016
22351,HI,83189,Fall 2016,University of Hawai`i at Manoa,1,2016
22352,MT,83190,Fall 2016,University of Hawai`i at Manoa,1,2016
22353,CA,83191,Fall 2016,University of Hawai`i at Manoa,1,2016
22354,MI,83192,Fall 2016,University of Hawai`i at Manoa,1,2016
22355,CA,83202,Fall 2016,University of Hawai`i at Manoa,1,2016
22356,CA,83205,Fall 2016,University of Hawai`i at Manoa,1,2016
22357,HI,83209,Fall 2017,University of Hawai`i at Manoa,67,2017
22358,HI,83214,Fall 2017,University of Hawai`i at Manoa,6,2017
22359,HI,83216,Fall 2017,University of Hawai`i at Manoa,34,2017
22360,HI,83218,Fall 2017,University of Hawai`i at Manoa,66,2017
22361,HI,83219,Fall 2017,University of Hawai`i at Manoa,36,2017
22362,HI,83220,Fall 2017,University of Hawai`i at Manoa,3,2017
22363,HI,83223,Fall 2017,University of Hawai`i at Manoa,158,2017
22364,HI,83224,Fall 2017,University of Hawai`i at Manoa,2,2017
22365,HI,83225,Fall 2017,University of Hawai`i at Manoa,66,2017
22366,HI,83227,Fall 2017,University of Hawai`i at Manoa,146,2017
22367,HI,83229,Fall 2017,University of Hawai`i at Manoa,66,2017
22368,HI,83239,Fall 2017,University of Hawai`i at Manoa,50,2017
22369,HI,83241,Fall 2017,University of Hawai`i at Manoa,47,2017
22370,HI,83243,Fall 2017,University of Hawai`i at Manoa,23,2017
22371,HI,83245,Fall 2017,University of Hawai`i at Manoa,1,2017
22372,HI,83250,Fall 2017,University of Hawai`i at Manoa,141,2017
22373,HI,83251,Fall 2017,University of Hawai`i at Manoa,92,2017
22374,HI,83254,Fall 2017,University of Hawai`i at Manoa,87,2017
22375,HI,83256,Fall 2017,University of Hawai`i at Manoa,71,2017
22376,HI,83257,Fall 2017,University of Hawai`i at Manoa,57,2017
22377,HI,83261,Fall 2017,University of Hawai`i at Manoa,1,2017
22378,FL,83269,Fall 2017,University of Hawai`i at Manoa,1,2017
22379,NJ,83270,Fall 2017,University of Hawai`i at Manoa,1,2017
22380,HI,83271,Fall 2017,University of Hawai`i at Manoa,57,2017
